data-id,城市,美食,票数
26037,沙湾古镇,没有,0
64877,湖口,没有,0
18550,二连浩特,没有,0
64940,牡丹乡,没有,0
140765,昌邑,没有,0
18445,乌兰浩特,没有,0
64473,龙门,没有,0
64894,大湖,没有,0
16024,硇洲岛,没有,0
64945,秀林,没有,0
63599,徐闻,没有,0
144206,冠县,没有,0
17999,室韦,没有,0
145832,春日,没有,0
21821,新兴,没有,0
14475,恩和,没有,0
144188,利津,没有,0
75911,新店,没有,0
15957,达里诺尔湖,没有,0
17053,普宁,没有,0
144217,高青,没有,0
141536,元江,没有,0
17291,乐昌,没有,0
62962,阿拉善左旗,没有,0
36866,恩平,没有,0
63564,云龙,没有,0
64132,博罗,没有,0
144210,莘县,没有,0
63598,雷州市,没有,0
144178,沾化,没有,0
63601,阳春,没有,0
10291,太仆寺旗,没有,0
25608,库伦旗,没有,0
33201,石鼓镇,没有,0
34614,观澜版画村,没有,0
176087,山亭区,没有,0
22975,扎兰屯,没有,0
63573,禄丰,没有,0
22740,库尔滨,没有,0
63059,盈江,没有,0
144190,成武县,没有,0
62842,西乌珠穆沁旗,没有,0
175499,南沙区,没有,0
63316,达拉特旗,没有,0
141521,思茅,没有,0
144177,阳信,没有,0
21669,牙克石,没有,0
84746,斗门,没有,0
62834,正蓝旗,没有,0
144184,武城,没有,0
144215,宁阳,没有,0
64131,新丰,没有,0
141517,云南江城,没有,0
23456,信宜,没有,0
63839,大埔,没有,0
10775,翁牛特旗,没有,0
144181,宁津,没有,0
17943,德庆,没有,0
141502,维西,没有,0
38395,罗定,没有,0
62838,东乌珠穆沁旗,没有,0
18756,陆良,没有,0
64949,光复,没有,0
144180,临邑,没有,0
22247,蒿滩,没有,0
64129,佛冈,没有,0
140665,丰顺,没有,0
64892,三义,没有,0
19855,陈巴尔虎旗,没有,0
175460,高明区,没有,0
17779,刘公岛,没有,0
17949,十芴园,没有,0
18915,成山头,没有,0
144537,布袋,没有,0
10223,乌梁素海,没有,0
84855,鹤山,没有,0
24073,连平,没有,0
175502,金湾区,没有,0
20316,昆嵛山,没有,0
75776,玉里,没有,0
62945,霍林郭勒,没有,0
64130,仁化,没有,0
64952,富里,没有,0
24502,大明湖,没有,0
22177,临江屯,没有,0
26471,仰天山,没有,0
62958,阿拉善右旗,没有,0
64955,七美,没有,0
63600,电白,没有,0
18019,趵突泉,没有,0
16856,奈曼旗,没有,0
140663,潮安,没有,0
63318,东胜区,没有,0
143405,海丰,没有,0
145809,大林,没有,0
64953,湖西,没有,0
63313,伊金霍洛旗,没有,0
19039,海驴岛,没有,0
143404,连山壮族瑶族自治县,没有,0
17778,万平口,没有,0
66240,察哈尔右翼中旗,没有,0
62935,鄂伦春自治旗,没有,0
145833,东港镇,没有,0
35790,大珠山,没有,0
64134,龙川,没有,0
19676,通海,没有,0
175523,惠阳区,没有,0
63575,石屏,没有,0
84782,澄海,没有,0
19365,竹岔岛,没有,0
63043,乌拉特前旗,没有,0
17288,兴宁,没有,0
11561,黄河口,没有,0
143398,饶平,没有,0
63066,云南马龙,没有,0
39735,武川,没有,0
63333,四子王旗,没有,0
15963,岱庙,没有,0
62844,新巴尔虎左旗,没有,0
140754,四会,没有,0
17593,龙陵,没有,0
144742,察哈尔右翼后旗,没有,0
84731,高州,没有,0
20060,鹤伴山,没有,0
143761,廉江,没有,0
84553,小榄镇,没有,0
18647,坝光,没有,0
141496,祥云县,没有,0
17797,宝塔礁,没有,0
62946,科尔沁右翼中旗,没有,0
185219,郑城,没有,0
36359,晋宁,没有,0
63326,东河,没有,0
19211,灵山岛,没有,0
33267,弥渡,没有,0
63568,孟连,没有,0
23765,郁南,没有,0
63303,封开,没有,0
15959,微山湖,没有,0
143764,高要,没有,0
143759,鸡街,没有,0
140684,怀集,没有,0
63341,兴和,没有,0
21487,八大关,没有,0
145812,金沙镇,没有,0
10547,平遥,栲姥姥,324
10547,平遥,碗托,310
10547,平遥,平遥牛肉,300
10547,平遥,山药,139
10547,平遥,香草肉,123
10547,平遥,沙棘汁,112
10547,平遥,过油肉,77
10547,平遥,水煎包,45
10547,平遥,手工月饼,43
10547,平遥,八碗八碟,7
75914,斗六,没有,0
62940,巴林右旗,没有,0
145806,大寮,没有,0
143763,吴川,没有,0
143406,陆丰,没有,0
11240,太原,山西面食,113
11240,太原,羊杂割,55
11240,太原,过油肉,30
11240,太原,荞面灌肠,24
11240,太原,太原稍梅,20
11240,太原,傅山头脑,19
11240,太原,丸子汤,17
11240,太原,老鼠窟元宵,6
11240,太原,鸡蛋醪糟,4
11240,太原,太原老豆腐,3
145849,新园,没有,0
63346,清水河,没有,0
175535,揭西县,没有,0
10057,五台山,葱烧苔蘑,4
10057,五台山,五台大烩菜,1
64925,北斗,没有,0
63391,苏尼特右旗,没有,0
11241,大同,浑源凉粉,216
11241,大同,刀削面,191
11241,大同,莜面,78
11241,大同,羊杂粉汤,72
11241,大同,烧麦,72
11241,大同,兔头,52
11241,大同,黄糕,30
11241,大同,大同铜火锅,4
11241,大同,大同烤羊排,3
11241,大同,炒盔垒,1
66291,惠来,没有,0
10087,壶口瀑布,没有,0
143407,陆河县,没有,0
145822,草屯,没有,0
11955,晋中,没有,0
145860,金峰,没有,0
62944,扎鲁特旗,没有,0
145815,铜锣乡,没有,0
145836,九如,没有,0
64135,平远,没有,0
11307,临汾,没有,0
66232,达尔罕茂明安联合旗,没有,0
63795,宣威,没有,0
140759,寻甸,没有,0
64133,紫金,没有,0
14528,忻州,没有,0
62942,巴林左旗,没有,0
11560,晋城,没有,0
38972,金平,没有,0
143400,化州,没有,0
144739,科尔沁左翼后旗,没有,0
62843,新巴尔虎右旗,没有,0
13738,运城,没有,0
63118,乌审旗,没有,0
141509,嵩明,没有,0
17190,恒山,没有,0
143403,五华县,没有,0
66290,和平,没有,0
63060,梁河,没有,0
62939,喀喇沁旗,没有,0
10192,碛口,没有,0
16645,靖海,没有,0
62941,宁城,没有,0
63068,师宗,没有,0
11258,绵山,没有,0
140548,翁源,没有,0
66242,凉城,没有,0
141529,富宁,没有,0
143762,遂溪,没有,0
14401,长治,没有,0
63409,苏尼特左旗,没有,0
140551,广宁,没有,0
62821,镶黄旗,没有,0
141535,易门,没有,0
25315,介休,蘸片则,1
25315,介休,切馏则,1
63061,泸水,没有,0
64476,东源,没有,0
62827,正镶白旗,没有,0
143401,蕉岭,没有,0
63856,五台县,没有,0
64938,车城乡,没有,0
63324,固阳,没有,0
175478,始兴县,没有,0
145842,南州,没有,0
62943,阿鲁科尔沁旗,没有,0
29359,吕梁,没有,0
75915,尖石,没有,0
140736,清新区,没有,0
173786,公馆乡,没有,0
11636,阳泉,没有,0
62937,阿荣旗,没有,0
20669,林寨古村,没有,0
174116,横山乡,没有,0
175544,潮南区,没有,0
12857,朔州,没有,0
144744,丰镇,没有,0
145839,林边,没有,0
165652,坪石,没有,0
18181,鹅凰嶂,没有,0
18713,宁武,没有,0
18085,七礤溪谷,没有,0
16182,黄埔古港,没有,0
62825,阿巴嘎旗,没有,0
11633,榆次,没有,0
64876,竹北,没有,0
19817,聚龙村,没有,0
145848,雾台,没有,0
16944,永济,没有,0
63866,浑源,没有,0
144160,和林格尔,没有,0
17694,丹霞山,没有,0
145831,潮州镇,没有,0
18288,船底顶,没有,0
144161,土默特左旗,没有,0
63857,灵石,没有,0
63843,吉县,没有,0
141520,宁洱,没有,0
62947,突泉,没有,0
64113,华宁,没有,0
17812,陈家祠,没有,0
62936,鄂温克族自治旗,没有,0
16025,沙面,没有,0
22874,阳城,没有,0
28460,海珠湖,没有,0
63067,沾益,没有,0
63858,祁县,没有,0
144743,察哈尔右翼前旗,没有,0
19640,应县,没有,0
63320,准格尔旗,没有,0
21781,大夫山,没有,0
63948,平顺,没有,0
144738,敖汉旗,没有,0
63065,水富,没有,0
141533,峨山,没有,0
18311,勐罕,没有,0
63851,洪洞,没有,0
13116,西樵山,没有,0
18160,连州大东山,没有,0
144741,科尔沁左翼中旗,没有,0
63062,福贡,没有,0
28891,沙扒湾,没有,0
63852,偏关,没有,0
44038,林西,没有,0
63862,陵川,没有,0
26315,中国第一滩,没有,0
141506,屏边苗族自治县,没有,0
63850,临县,没有,0
30063,白云鄂博,没有,0
63574,江川,没有,0
36310,南鹏岛,没有,0
145847,万峦,没有,0
15991,太谷,没有,0
62938,莫力达瓦达斡尔族自治旗,没有,0
145852,竹田,没有,0
63002,乌拉特中旗,没有,0
145841,玛家,没有,0
30838,黑石顶,没有,0
21062,紫云谷,没有,0
136487,枋山,没有,0
63853,代县,没有,0
140552,鄂托克前旗,没有,0
17898,原平,没有,0
144159,鄂托克旗,没有,0
145830,望安乡,没有,0
34676,李家山,没有,0
18983,鼎湖山,没有,0
145864,延平,没有,0
21711,昔阳,没有,0
14785,小洲村,没有,0
174140,南澳乡,没有,0
63105,杭锦旗,没有,0
17487,红砖厂,没有,0
75786,五结,没有,0
64957,白沙乡,没有,0
63867,盂县,没有,0
28094,南昆山,没有,0
23392,平陆,没有,0
18307,勐仑,没有,0
144162,托克托,没有,0
144243,方山,没有,0
63865,壶关,没有,0
33039,梧桐山,没有,0
18627,双月湾,没有,0
63840,芮城,没有,0
142386,八宝,没有,0
27459,三角洲岛,没有,0
10777,大亚湾,没有,0
144745,化德,没有,0
21936,右玉,没有,0
143755,禄充,没有,0
144747,科尔沁右翼前旗,没有,0
18525,大甲岛,没有,0
37378,大梅沙,没有,0
141530,麻栗坡,没有,0
21380,杨梅坑,没有,0
19156,交城,没有,0
174647,楚雄市,没有,0
174374,五原,没有,0
18439,百万葵园,没有,0
63069,富源,没有,0
144165,扎赉特旗,没有,0
17151,大,没有,0
63335,卓资,没有,0
26653,华南农业大学,没有,0
143714,固东镇,没有,0
144737,土默特右旗,没有,0
174365,磴口,没有,0
140554,阳曲,没有,0
16868,片马,没有,0
140761,姚安,没有,0
34261,荷包岛,没有,0
21814,汾河,没有,0
174362,乌拉特后旗,没有,0
173582,元长乡,没有,0
17798,黄崖洞,没有,0
27672,下坝坊,没有,0
144535,万荣乡,没有,0
174368,杭锦后旗,没有,0
63860,沁水,没有,0
16022,东部华侨城,没有,0
17777,嘎拉德斯汰,没有,0
145940,田中,没有,0
30990,高平,没有,0
139652,清徐,没有,0
145829,竹山,没有,0
140668,武乡,没有,0
21294,松山湖,没有,0
144163,开鲁,没有,0
144746,商都,没有,0
64924,溪湖,没有,0
19419,蟒河,没有,0
20342,小辣甲,没有,0
10095,桂林,漓江鱼,1581
10095,桂林,桂林米粉,1138
10095,桂林,酿,555
10095,桂林,田螺,551
10095,桂林,荔浦芋扣肉,72
10095,桂林,漓江虾,67
10095,桂林,拔丝芋头,47
10095,桂林,马蹄糕,14
10095,桂林,松糕,7
10095,桂林,烤乳猪,4
53658,代钦塔拉,没有,0
10286,腾格里沙漠,没有,0
145941,员林,没有,0
20987,离石,没有,0
10158,浑善达克,没有,0
15956,响沙湾,没有,0
144534,凤林,没有,0
10027,阳朔,啤酒鱼,881
10027,阳朔,酿,290
10027,阳朔,斑鱼火锅,88
10027,阳朔,黄焖鸡,68
10027,阳朔,荔浦芋扣肉,34
10027,阳朔,素炒漓江虾,5
145855,达仁,没有,0
63847,汾阳,没有,0
145857,东河乡,没有,0
18000,莫尔道嘎,没有,0
17305,乌珠穆沁,没有,0
63846,霍州,没有,0
10776,格根塔拉,没有,0
10796,北海,海鲜,608
10796,北海,烧烤,254
10796,北海,糖水,189
10796,北海,卷粉,93
10796,北海,猪脚粉,17
10796,北海,鸡饭,13
141507,富民,没有,0
10453,涠洲岛,海鲜,653
10453,涠洲岛,香蕉猪,52
10453,涠洲岛,山羊,6
10453,涠洲岛,走地鸡,3
18919,岱海,没有,0
144232,侯马,没有,0
23122,居延海,没有,0
141528,双江,没有,0
10308,南宁,米粉,55
10308,南宁,烧烤,52
10308,南宁,甜品,29
10308,南宁,粥,18
10308,南宁,炒螺,15
10308,南宁,酸S,12
10308,南宁,凉茶,12
10308,南宁,云吞,9
10308,南宁,牛杂,7
10308,南宁,糍粑,6
18065,龙脊梯田,竹筒饭,105
18065,龙脊梯田,腊肉,41
18065,龙脊梯田,十八酿,37
18065,龙脊梯田,土鸡,37
18065,龙脊梯田,笋炒蛋,2
18065,龙脊梯田,芋头煲,1
19545,呼伦湖,没有,0
20437,灯笼河草原,没有,0
15958,辉腾锡勒草原,没有,0
19523,呼和诺尔,没有,0
140553,阳高,没有,0
17759,大理新华村,没有,0
66285,平定,没有,0
144234,乡宁,没有,0
63849,黎城,没有,0
11755,黄姚古镇,豆腐酿,47
11755,黄姚古镇,豆豉排骨,40
11755,黄姚古镇,油茶,25
11755,黄姚古镇,黄姚米粉,15
11755,黄姚古镇,话梅,12
141504,绿春,没有,0
141437,大关,没有,0
11366,希拉穆仁草原,没有,0
12513,柳州,没有,0
144164,巴彦查干镇,没有,0
11811,毛乌素沙漠,没有,0
20470,美林谷,没有,0
18002,多伦湖,没有,0
63854,定襄,没有,0
10068,哈尔滨,马迭尔冰棍,1
10068,哈尔滨,扒肉,1
10068,哈尔滨,格瓦斯,1
10068,哈尔滨,锅包肉,1
10068,哈尔滨,罐虾,1
10068,哈尔滨,红菜汤,1
10068,哈尔滨,酱骨,1
141512,耿马,没有,0
12913,贺州,贺州菜酿,24
12913,贺州,牛肠酸,6
12913,贺州,黄田扣肉,5
12913,贺州,三黄鸡,2
12913,贺州,客家盐酒鸡,2
12913,贺州,豆豉排骨,1
12913,贺州,三角包,1
10301,大连,五彩雪花扇贝,120
10301,大连,清蒸灯笼鲍鱼,90
10301,大连,焖子,82
10301,大连,铁板鱿鱼,20
10301,大连,清蒸加吉鱼,3
10301,大连,虾酱,3
10301,大连,炒海肠,2
10301,大连,红烤全虾,1
10301,大连,2路小丸子,1
10301,大连,油爆海螺,1
63861,泽州,没有,0
13701,防城港,没有,0
139776,草海镇,没有,0
62922,漾濞,没有,0
10072,长白山,温泉鸡蛋,218
10072,长白山,猴腿,5
10072,长白山,嫩芽菜,1
38273,广武,没有,0
13159,龙胜,没有,0
10508,漓江,没有,0
36937,东兴,没有,0
21048,河曲,没有,0
63571,永胜,没有,0
10127,雪乡,没有,0
187154,云冈镇,没有,0
26480,梧州,没有,0
10075,沈阳,老边饺子,97
10075,沈阳,冷面,69
10075,沈阳,李连贵熏肉大饼,67
10075,沈阳,沈阳回头,43
10075,沈阳,打糕,8
10075,沈阳,白肉血肠,7
10075,沈阳,吊炉饼,5
10075,沈阳,老山记海城馅饼,4
10075,沈阳,满汉全席,3
10075,沈阳,马烧麦,1
17133,百色,没有,0
64944,卑南,没有,0
18971,后沟,没有,0
63845,曲沃,没有,0
10427,漠河,没有,0
12309,巴马,香猪,20
12309,巴马,油鱼,14
12309,巴马,黄玉米,7
12309,巴马,火麻汤,7
12309,巴马,黑山羊,1
145827,中寮,没有,0
11247,长春,白肉血肠,2
11247,长春,蹄花,1
11247,长春,雪衣豆沙,1
11247,长春,炒肉拉皮,1
144230,浮山,没有,0
145856,大武,没有,0
63841,新绛,没有,0
18291,靖西,没有,0
10584,丹东,海鲜,112
10584,丹东,烧烤,108
10584,丹东,焖子,15
10584,丹东,朝鲜风味,14
10584,丹东,大香蕉汽水,13
10584,丹东,酸汤子,5
10584,丹东,大碴子,1
13188,崇左,没有,0
145823,国姓,没有,0
64939,满州,没有,0
64950,丰滨,没有,0
20990,隰县,没有,0
11779,吉林市,白肉血肠,3
11779,吉林市,庆岭活鱼,2
11779,吉林市,清蒸白鱼,1
11779,吉林市,三套碗,1
11779,吉林市,人参鸡,1
63836,三江,没有,0
145936,土库,没有,0
140667,河津,没有,0
21910,雾凇岛,满族火锅,21
21910,雾凇岛,锅包肉,13
21910,雾凇岛,酸菜穿白肉,4
21910,雾凇岛,溜肉段,1
21910,雾凇岛,碴子粥,1
144260,稷山,没有,0
15306,钦州,没有,0
64893,头份,没有,0
144250,怀仁,没有,0
12682,玉林,没有,0
144227,左权,没有,0
11268,本溪,没有,0
145820,竹南,没有,0
10728,盘锦,河蟹,165
10728,盘锦,炒河虾,22
10728,盘锦,香螺,8
10728,盘锦,活鱼锅,1
146159,海洋乡,没有,0
18310,章朗,没有,0
11508,延吉,没有,0
141515,云县,没有,0
63844,襄汾,没有,0
141519,景谷,没有,0
16571,河池,没有,0
144222,灵丘,没有,0
141532,砚山,没有,0
143422,蒙山县,没有,0
13913,牡丹江,没有,0
63070,马关,没有,0
24058,上林,黑山羊,8
24058,上林,一鱼多吃,3
24058,上林,猪血肠,1
24058,上林,鱼生,1
24058,上林,油炸银鱼,1
24058,上林,清水鱼,1
63064,盐津,没有,0
11473,伊春,没有,0
18059,神池,没有,0
14797,贵港,没有,0
141497,永平,没有,0
13055,葫芦岛,没有,0
141511,凤庆,没有,0
144223,天镇,没有,0
63611,大新,没有,0
11526,大兴安岭,没有,0
144246,文水,没有,0
13048,来宾,没有,0
132166,永仁县,没有,0
63859,娄烦,没有,0
10537,锦州,没有,0
144225,寿阳,没有,0
144258,闻喜,没有,0
10290,兴城,没有,0
145819,造桥,没有,0
66259,灵川,没有,0
145937,西螺,没有,0
144247,孝义,没有,0
145859,海端,没有,0
63842,垣曲,没有,0
17997,亚布力,没有,0
144219,沁源,没有,0
66261,昭平,没有,0
173792,南庄乡,没有,0
63829,凭祥,没有,0
34215,金秀,没有,0
11905,抚顺,没有,0
145843,内埔,没有,0
144224,左云,没有,0
11814,北部湾,没有,0
144257,临猗,没有,0
144536,卓溪,没有,0
11553,鞍山,没有,0
11709,齐齐哈尔,没有,0
64079,永和,没有,0
12650,太鲁阁,没有,0
63024,广西全州,没有,0
84729,恭城,没有,0
63863,长子,没有,0
145850,新埤,没有,0
16910,五大连池,没有,0
63022,资源县,没有,0
144226,榆社,没有,0
64942,长滨乡,没有,0
14907,营口,没有,0
54510,延边,没有,0
63816,桂平,没有,0
144244,柳林,没有,0
63835,融水,没有,0
63612,兴安,没有,0
30205,东戴河,没有,0
141438,鲁甸,没有,0
10506,扬美,没有,0
144245,石楼,没有,0
63864,潞城,没有,0
11678,大庆,没有,0
144259,绛县,没有,0
141493,南华县,没有,0
140561,龙州,没有,0
144235,翼城,没有,0
16786,旅顺,没有,0
141485,施甸,没有,0
64589,宜州,没有,0
17805,鲅鱼圈,没有,0
24586,大圩,没有,0
64724,海林,没有,0
66284,山阴,没有,0
141518,景东,没有,0
10287,绥中,没有,0
144229,大宁,没有,0
141439,巧家,没有,0
144221,广灵,没有,0
140755,合浦,没有,0
141498,陇川,没有,0
63028,富川,没有,0
22006,黑河,没有,0
144255,五寨,没有,0
31010,五常,没有,0
64859,安图,没有,0
141510,华坪,没有,0
84536,新街镇,没有,0
22588,查干湖,没有,0
63826,德保,没有,0
63589,容县,没有,0
140559,襄垣,没有,0
141491,大姚,没有,0
23255,辽阳,没有,0
144256,岢岚,没有,0
63827,乐业,没有,0
28807,抚远,没有,0
144252,保德,没有,0
145845,泰武,没有,0
13267,佳木斯,没有,0
63833,武鸣,没有,0
64951,瑞穗,没有,0
144253,繁峙,没有,0
15139,白山,没有,0
143767,柳江,没有,0
64956,西屿乡,没有,0
145835,佳冬,没有,0
144231,古县,没有,0
13856,通化,没有,0
17806,千山,没有,0
144228,安泽,没有,0
66258,北流,没有,0
145837,来义,没有,0
173507,顶乡,没有,0
14675,铁岭,没有,0
144248,兴县,没有,0
140565,南丹,没有,0
205421,万达长白山滑雪度假区,没有,0
173561,桐乡,没有,0
173729,福兴乡,没有,0
144249,岚县,没有,0
10428,兴安古镇,没有,0
34380,绥芬河,没有,0
173732,花坛乡,没有,0
63563,镇康,没有,0
66282,汾西,没有,0
20908,图们,没有,0
63613,荔浦,没有,0
64713,宽甸,没有,0
141444,镇雄,没有,0
141441,威信,没有,0
23465,师家沟,没有,0
84744,防城,没有,0
20885,阜新,没有,0
141522,镇沅,没有,0
175562,万荣（山西）,没有,0
141484,昌宁,没有,0
143723,娜姑,没有,0
44535,大化,没有,0
141516,兰坪,没有,0
32500,松花湖,没有,0
141443,永善,没有,0
143417,罗城,没有,0
140669,夏县,没有,0
25645,凌云,没有,0
63884,珲春,没有,0
141442,彝良,没有,0
144239,和平镇,没有,0
63834,宾阳,没有,0
144254,静乐,没有,0
14456,止锚湾,没有,0
173735,社头乡,没有,0
66283,中阳,没有,0
33151,集安,没有,0
145938,二林,没有,0
66260,兴安,没有,0
145821,卓兰,没有,0
22558,白城,没有,0
144251,古交,没有,0
143420,马山,没有,0
145813,后龙,没有,0
64734,敦化,没有,0
63821,象州,没有,0
144233,蒲县,没有,0
173789,三湾乡,没有,0
63590,横县,没有,0
175574,和顺（山西）,没有,0
173738,秀水乡,没有,0
12400,鸡西,没有,0
140670,隆安,没有,0
144218,沁县,没有,0
64706,长海,没有,0
64858,抚松,没有,0
173741,永靖乡,没有,0
140671,都安,没有,0
173756,埔盐乡,没有,0
173759,埤头乡,没有,0
21765,交口,没有,0
144220,屯留,没有,0
34385,绥化,没有,0
141440,绥江,没有,0
33373,博白,没有,0
141492,牟定,没有,0
19131,圣王坪,没有,0
29822,皇城相府,没有,0
62068,朝阳,没有,0
143716,绮罗村,没有,0
62635,永福,没有,0
64712,凤城,没有,0
141514,永德,没有,0
143419,融安,没有,0
13519,临江,没有,0
18050,永芝,没有,0
144237,佃坪乡,没有,0
63026,岑溪,没有,0
143712,水碓村,没有,0
144240,团柏乡,没有,0
28647,天龙山,没有,0
202778,北大壶,没有,0
141531,西畴,没有,0
15990,晋祠,没有,0
144236,拖阏,没有,0
62067,松原,没有,0
141494,双柏,没有,0
63828,平果,没有,0
64733,长白,没有,0
26453,哀牢山,没有,0
16398,娘子关,没有,0
144242,永安镇,没有,0
63817,鹿寨,没有,0
12369,鹤岗,没有,0
173753,埔心乡,没有,0
144241,邢家要乡,没有,0
173750,芳苑乡,没有,0
173744,大村乡,没有,0
66315,尚志,没有,0
63023,平乐县,没有,0
173747,伸港乡,没有,0
20251,藏山,没有,0
145816,头屋,没有,0
145818,苑里,没有,0
63819,环江,没有,0
60225,桓仁,没有,0
144238,对竹镇,没有,0
47012,土林,没有,0
11823,老牛湾,没有,0
174134,冬山乡,没有,0
20790,武家湾,没有,0
63818,上思,没有,0
18382,辽源,没有,0
62066,四平,没有,0
63909,瓦房店,没有,0
174137,大同乡,没有,0
15105,张壁古堡,没有,0
18509,雁门关,没有,0
143413,扶绥,没有,0
18413,鹳雀楼,没有,0
143421,浦北,没有,0
140740,庄河,没有,0
174131,员山乡,没有,0
134707,金州,没有,0
38244,杀虎口,没有,0
143414,灌阳,没有,0
18167,碧罗雪山,没有,0
63831,凤山县,没有,0
27055,飞来寺,没有,0
64731,蛟河,没有,0
28155,柏洼山,没有,0
143415,平南,没有,0
28976,同江,没有,0
24070,梁王山,没有,0
16524,高黎贡山,没有,0
14759,芦芽山,没有,0
24546,广胜寺,没有,0
18429,滇越铁路,没有,0
174773,灵山县,没有,0
64760,海城,没有,0
33955,大寨,没有,0
18306,橄榄坝,没有,0
19980,王莽岭,没有,0
140622,陆川,没有,0
66314,本溪县,没有,0
15989,悬空寺,没有,0
10267,张家界,三下锅,361
10267,张家界,腊野味,188
10267,张家界,葛根粉,154
10267,张家界,小炒肉,14
10267,张家界,猕猴桃汁,14
10267,张家界,血豆腐,6
17757,大理蝴蝶泉,没有,0
16642,盖州,没有,0
143411,田阳,没有,0
63825,那坡,没有,0
10466,长沙,臭豆腐,536
10466,长沙,糖油粑粑,221
10466,长沙,口味虾,185
10466,长沙,杨裕兴,121
10466,长沙,姊妹团子,38
10466,长沙,剁椒鱼头,25
10466,长沙,刮凉粉,23
10466,长沙,德园,21
10466,长沙,麻辣仔鸡,11
10466,长沙,黄鸭叫,8
10024,凤凰古镇,血粑鸭,675
10024,凤凰古镇,腊肉,515
10024,凤凰古镇,酸汤鱼,340
10024,凤凰古镇,社饭,236
10024,凤凰古镇,米豆腐,220
10024,凤凰古镇,凉粉,104
10024,凤凰古镇,酸萝卜,94
10024,凤凰古镇,桐叶粑,32
10024,凤凰古镇,罐罐菌炒肉,21
10024,凤凰古镇,板栗炖鸡,2
17980,玉几岛,没有,0
63027,钟山县,没有,0
64727,虎林,没有,0
143416,东兰,没有,0
17981,苍山,没有,0
13287,湘西,没有,0
63820,武宣,没有,0
140747,北镇,没有,0
11886,衡山,没有,0
63025,藤县,没有,0
174128,壮围乡,没有,0
64711,东港,没有,0
10792,郴州,没有,0
23045,侯硐,没有,0
57887,天峨,没有,0
27077,逊克,没有,0
20829,野柳,没有,0
10398,衡阳,没有,0
62063,双鸭山,没有,0
143765,天等,没有,0
64861,龙井,没有,0
145931,竹东,没有,0
145930,新埔,没有,0
14104,岳阳,没有,0
63830,宁明,没有,0
143418,忻城,没有,0
24853,辉南,没有,0
64723,嘉荫,没有,0
12254,韶山,没有,0
143766,合山,没有,0
21916,株洲,没有,0
145933,芎林,没有,0
174734,隆林各族自治县,没有,0
64715,新宾,没有,0
145814,通霄,没有,0
23078,怀化,没有,0
145932,北埔,没有,0
34260,塔河,没有,0
174110,宝山乡,没有,0
143409,田东,没有,0
34888,湘潭,没有,0
143816,密山,没有,0
17758,南诏风情岛,没有,0
17594,乌苏里江,没有,0
17070,常德,没有,0
64708,大洼,没有,0
16003,岳麓山,没有,0
174821,雁山区,没有,0
