data-id,城市,美食,票数
10416,鸡足山,没有,0
18051,崇圣寺,没有,0
34639,吉首,没有,0
140563,苍梧,没有,0
64716,清原,没有,0
15947,洱海,没有,0
15540,邵阳,没有,0
140692,柳城,没有,0
63596,平江,没有,0
143423,兴业,没有,0
64709,岫岩,没有,0
143410,田林县,没有,0
16672,阿佤山,没有,0
174800,覃塘区,没有,0
20244,白马雪山,没有,0
22460,永州,没有,0
143412,西林,没有,0
143813,北安,没有,0
64719,杜尔伯特,没有,0
18660,长发村,没有,0
44658,武陵源,没有,0
18149,独龙江,没有,0
144158,大石桥,没有,0
84712,和平乡,没有,0
17363,娄底,没有,0
16005,芙蓉镇,没有,0
15951,纳帕海,没有,0
176936,梨树,没有,0
28668,十万大山,没有,0
15953,普达措,没有,0
15393,益阳,没有,0
10364,德天瀑布,没有,0
64717,呼玛,没有,0
174104,新丰乡,没有,0
174107,峨眉乡,没有,0
144154,调兵山,没有,0
17002,鹅泉,没有,0
173762,溪州乡,没有,0
18973,左江,没有,0
63595,资兴,没有,0
64728,饶河,没有,0
173765,田尾乡,没有,0
20331,三娘湾,没有,0
173525,六脚乡,没有,0
84644,南岳区,没有,0
12697,浏阳,没有,0
39075,梅河口,没有,0
16935,明仕田园,没有,0
173528,东石乡,没有,0
14455,靖港古镇,没有,0
62064,七台河,没有,0
18100,斜阳岛,没有,0
173522,新港乡,没有,0
176918,友谊,没有,0
11271,洪江,没有,0
173519,溪口乡,没有,0
139641,衡东,没有,0
144539,朴子,没有,0
37262,桂林虞山公园,没有,0
140751,普兰店,没有,0
175367,长沙县,没有,0
15952,松赞林寺,没有,0
174812,福绵区,没有,0
64860,和龙,没有,0
64725,宁安,没有,0
140624,宁乡,没有,0
15944,千龟山,没有,0
21624,海洋山,没有,0
64720,铁力,没有,0
33074,九子海,没有,0
18927,大容山,没有,0
176744,富裕,没有,0
140742,汝城,没有,0
22173,程阳,没有,0
143821,东宁,没有,0
22606,兴坪,没有,0
17914,阿庐古洞,没有,0
18017,金秀大瑶山,没有,0
66316,前郭尔罗斯县,没有,0
18875,通道,没有,0
17959,抚仙湖,没有,0
176825,汤旺河,没有,0
10442,拉萨,甜茶,634
25576,轿子雪山,没有,0
10442,拉萨,酸奶,577
10442,拉萨,酥油茶,573
10442,拉萨,藏面,278
10442,拉萨,青稞酒,235
10442,拉萨,糌粑,212
10442,拉萨,凉粉,66
10442,拉萨,土豆包子,34
10442,拉萨,牦牛肉干,27
11723,芷江,没有,0
17817,九乡,没有,0
64710,灯塔,没有,0
40453,大山包,没有,0
10814,林芝,没有,0
23558,螳螂川,没有,0
28341,汨罗,没有,0
173516,民雄乡,没有,0
10417,纳木错,没有,0
173534,鹿草乡,没有,0
145810,大埔乡,没有,0
140549,宾县,没有,0
145851,盐埔,没有,0
145834,高树,没有,0
36299,望城,没有,0
176684,开原,没有,0
10073,阿里,没有,0
145838,里港,没有,0
18548,茶峒,没有,0
145854,麟洛,没有,0
63583,新化,没有,0
144148,义县,没有,0
11474,日喀则,没有,0
143810,木兰,没有,0
145846,万丹,没有,0
16006,德夯,没有,0
173510,长治乡,没有,0
29221,狮子山,没有,0
63581,桃源,没有,0
10811,珠穆朗玛峰,没有,0
63580,石门,没有,0
64726,萝北,没有,0
144149,法库,没有,0
18305,勐景来,没有,0
38279,依兰,没有,0
10079,墨脱,没有,0
17325,江永,没有,0
143809,方正,没有,0
16141,文海,没有,0
15945,黑龙潭公园,没有,0
64127,新宁,没有,0
38413,波密,没有,0
63594,宜章,没有,0
15894,拉市海,没有,0
143814,嫩江,没有,0
18312,曼旦,没有,0
144150,康平,没有,0
57014,安化,没有,0
64485,永顺,没有,0
11606,山南,酥油茶,21
11606,山南,酸奶,12
11606,山南,糌粑,12
11606,山南,青稞酒,8
11606,山南,风干肉,1
18991,乾安,没有,0
39124,磨憨,没有,0
66280,炎陵,没有,0
11662,那曲,没有,0
63587,道县,没有,0
144143,凌源,没有,0
15681,冈仁波齐,没有,0
17962,豆沙关,没有,0
175316,津市市,没有,0
64721,林甸,没有,0
144540,太保,没有,0
21606,芒康,没有,0
64093,溆浦,没有,0
173591,水林乡,没有,0
145824,名间,没有,0
64707,盘山（辽宁）,没有,0
22088,武冈,没有,0
11700,昌都,没有,0
173552,林内乡,没有,0
140757,江华,没有,0
173780,二水乡,没有,0
66278,耒阳,没有,0
176939,公主岭,没有,0
144151,辽中,没有,0
173777,竹塘乡,没有,0
56286,雅鲁藏布江,没有,0
29862,左贡,没有,0
20000,黔城,没有,0
143885,德惠,没有,0
173768,芬园乡,没有,0
143886,榆树,没有,0
63450,八宿,没有,0
63538,比如,没有,0
21407,隆回,没有,0
173774,线西乡,没有,0
143887,磐石,没有,0
64125,花垣,没有,0
173555,古坑乡,没有,0
27437,古丈,没有,0
24194,普兰,没有,0
140599,桦甸,没有,0
51480,巴松措,没有,0
173558,大埤乡,没有,0
10812,江孜,没有,0
143881,醴陵,没有,0
23005,樟木,没有,0
173579,东势乡,没有,0
143817,富锦,没有,0
16692,吉隆,没有,0
143872,城步,没有,0
63424,工布江达,没有,0
173570,仑背乡,没有,0
62934,浪卡子,没有,0
173567,二仑乡,没有,0
143822,林口,没有,0
63432,察隅,没有,0
64732,靖宇,没有,0
84778,慈利县,没有,0
145935,虎尾,没有,0
62629,拉姆拉错,没有,0
143868,祁东,没有,0
143808,巴彦,没有,0
18049,察瓦龙,没有,0
29128,盐井,没有,0
173564,褒忠乡,没有,0
146359,邦达,没有,0
63585,双峰,没有,0
144144,彰武,没有,0
64935,三地门,没有,0
145300,当雄,没有,0
64487,绥宁,没有,0
64087,沅陵,没有,0
10189,香港,云吞,812
10189,香港,蛋挞,590
10189,香港,菠萝油,417
10189,香港,鸳鸯奶茶,374
10189,香港,烧腊,178
10189,香港,车仔面,175
10189,香港,杨枝甘露,161
10189,香港,鱼蛋粉,158
10189,香港,煎酿三宝,29
10189,香港,牛腩粉,26
56359,定日,没有,0
143839,肇东,没有,0
19164,安多,没有,0
64722,通河,没有,0
22794,札达,没有,0
176624,新民,没有,0
10206,澳门,葡式蛋挞,786
10206,澳门,猪扒包,703
10206,澳门,木糠布甸,162
10206,澳门,大菜糕,120
10206,澳门,葡国鸡,93
10206,澳门,马介休,81
10206,澳门,金钱饼,68
10206,澳门,竹升打面,48
144147,黑山（辽宁）,没有,0
140750,凌海,没有,0
10035,成都,龙抄手,730
10035,成都,豆花,564
10035,成都,担担面,525
10035,成都,钟水饺,491
10035,成都,串串香,469
10035,成都,三大炮,424
10035,成都,兔头,416
10035,成都,肥肠粉,389
10035,成都,夫妻肺片,337
10035,成都,冒菜,289
143864,桂东,没有,0
63427,米林,没有,0
10136,九寨沟,牦牛肉,383
10136,九寨沟,青稞酒,316
10136,九寨沟,酥油茶,289
10136,九寨沟,青稞饼,129
10136,九寨沟,酸奶,100
10136,九寨沟,糌粑,23
10136,九寨沟,荞麦面食,7
10136,九寨沟,酸菜面块,1
10136,九寨沟,血肠,1
10143,峨眉山,豆花,110
10143,峨眉山,素斋,87
10143,峨眉山,抄手,85
10143,峨眉山,烧烤,64
10143,峨眉山,豆腐脑,54
10143,峨眉山,钵钵鸡,24
10143,峨眉山,卤鸭,23
10143,峨眉山,咔饼,14
10143,峨眉山,汤锅,14
10143,峨眉山,叶儿粑,9
20511,南岔,没有,0
63593,桂阳,没有,0
10061,稻城,酥油茶,249
10061,稻城,牦牛肉,240
10061,稻城,酸奶,106
10061,稻城,青稞酒,67
10061,稻城,青稞饼,62
10061,稻城,糌粑,48
10061,稻城,松茸炖鸡,37
10061,稻城,风干肉,7
10061,稻城,玉米面,3
10061,稻城,烙饼,1
63584,涟源,没有,0
18009,狮泉河,没有,0
10011,色达,没有,0
143830,讷河,没有,0
10091,亚丁,没有,0
63423,加查,没有,0
63588,攸县,没有,0
144140,北票,没有,0
62933,墨竹工卡,没有,0
11642,阿坝,没有,0
10163,都江堰,葱葱卷,10
10163,都江堰,尤兔头,10
10163,都江堰,冰粉,9
10163,都江堰,渣渣面,8
10163,都江堰,白果炖鸡,7
10163,都江堰,手掌鸡,3
10163,都江堰,干煸泥鳅,1
63591,宁远,没有,0
62806,亚东,没有,0
140544,靖州,没有,0
11942,川西,没有,0
145313,拉孜,没有,0
144146,建昌,没有,0
64124,龙山县,没有,0
10236,甘孜,没有,0
62928,堆龙德庆,没有,0
64730,农安,没有,0
63592,常宁,没有,0
11273,乐山,没有,0
144156,西丰,没有,0
10134,四姑娘山,没有,0
10830,萨迦,没有,0
140600,双辽,没有,0
10564,若尔盖,没有,0
175376,湘潭县,没有,0
176822,红星,没有,0
66227,聂拉木,没有,0
143827,克山,没有,0
10791,湘西南,没有,0
145310,萨嘎,没有,0
62812,班戈,没有,0
11327,海螺沟,酸奶,48
11327,海螺沟,腊肉,26
11327,海螺沟,烤全兔,24
11327,海螺沟,糌粑,4
11327,海螺沟,香猪肉,1
11327,海螺沟,奶渣,1
176669,弓长岭,没有,0
143870,新晃,没有,0
143888,永吉,没有,0
175343,衡山县,没有,0
144142,喀左,没有,0
30736,丁青,没有,0
64863,汪清,没有,0
18084,西岭雪山,豆花,11
18084,西岭雪山,虹鳟鱼,3
18084,西岭雪山,炖肘子,1
18084,西岭雪山,豆腐乳,1
143877,沅江,没有,0
10510,康定,酥油茶,200
10510,康定,牦牛肉,161
10510,康定,温泉鸡蛋,153
10510,康定,酸奶,132
10510,康定,面食,76
10510,康定,青稞酒,49
10510,康定,糌粑,41
10510,康定,凉粉,38
174263,双湖县,没有,0
176996,舒兰,没有,0
62952,贡嘎县,没有,0
140691,永兴,没有,0
64126,洞口县,没有,0
143811,延寿,没有,0
17315,牛背山,没有,0
143826,克东,没有,0
64085,会同,没有,0
143863,澧县,没有,0
62931,达孜,没有,0
11630,西昌,烧烤,211
11630,西昌,醉虾,124
11630,西昌,米粉,86
11630,西昌,坨坨肉,45
11630,西昌,炸洋芋,12
144141,建平,没有,0
10462,毕棚沟,藏式火锅,26
10462,毕棚沟,酥油茶,10
10462,毕棚沟,松茸,1
10462,毕棚沟,和尚包子,1
140597,湘乡,没有,0
63387,朗县,没有,0
63597,茶陵,没有,0
176924,大安,没有,0
21188,来古村,没有,0
64143,仲巴,没有,0
143879,湘阴,没有,0
10323,青城山,腊肉,52
10323,青城山,白果炖鸡,20
10323,青城山,泡菜,15
10323,青城山,罗鸡肉,1
64729,通榆,没有,0
63586,东安,没有,0
62926,曲水,没有,0
143883,洮南,没有,0
140756,辰溪,没有,0
12112,雅安,没有,0
143289,台安,没有,0
64128,新邵,没有,0
62956,乃东,没有,0
64086,中方,没有,0
62951,洛扎,没有,0
14727,新都桥,酥油茶,52
14727,新都桥,牦牛肉,41
14727,新都桥,糌粑,12
14727,新都桥,青稞酒,11
14727,新都桥,荞麦面食,2
175397,岳阳县,没有,0
62955,错那,没有,0
10838,阆中,没有,0
143807,肇州,没有,0
13663,绵阳,没有,0
63520,尼木,没有,0
66276,双牌,没有,0
143884,九台,没有,0
140760,祁阳,没有,0
10347,贡嘎,没有,0
143828,泰来,没有,0
143867,衡南,没有,0
64142,措勤,没有,0
143873,邵东,没有,0
145312,噶尔,没有,0
176933,扶余,没有,0
10162,黄龙,没有,0
30185,类乌齐,没有,0
144152,昌图,没有,0
174257,那曲县,没有,0
143876,南县,没有,0
64718,富拉尔基,没有,0
63582,桃江,没有,0
143818,汤原,没有,0
143869,麻阳,没有,0
63508,江达,没有,0
64141,日土,没有,0
10403,丹巴,没有,0
176765,安达（黑龙江）,没有,0
143880,桑植,没有,0
10691,汶川,没有,0
63547,巴青,没有,0
143815,鸡东,没有,0
143874,保靖,没有,0
143820,桦南,没有,0
16216,大邑,没有,0
20095,乾州镇,没有,0
10816,泸定,没有,0
63522,索县,没有,0
12555,宜宾,没有,0
176966,双阳,没有,0
143866,临武,没有,0
14669,广元,没有,0
143865,嘉禾,没有,0
143824,勃利,没有,0
21667,理县,没有,0
62808,白朗,没有,0
143812,绥滨,没有,0
174236,定结县,没有,0
10509,理塘,没有,0
145311,昂仁,没有,0
63420,曲松,没有,0
143875,泸溪,没有,0
18175,宁金抗沙峰,没有,0
143838,望奎,没有,0
15982,蜀南竹海,没有,0
12038,攀枝花,没有,0
62953,琼结,没有,0
140623,汉寿,没有,0
19312,彭州,没有,0
19392,小沙江镇,没有,0
143837,绥棱,没有,0
174230,改则县,没有,0
63021,双流,没有,0
14653,自贡,没有,0
176720,龙江（齐齐哈尔）,没有,0
18829,南充,没有,0
143862,临澧,没有,0
174275,扎囊县,没有,0
176723,碾子山,没有,0
63504,察雅,没有,0
174272,措美县,没有,0
174227,革吉县,没有,0
14754,凉山,没有,0
174287,洛隆县,没有,0
143871,冷水江,没有,0
13518,泸州,没有,0
144525,海伦,没有,0
143861,安乡,没有,0
174245,南木林县,没有,0
143834,明水,没有,0
19375,邛崃,没有,0
175334,蓝山县,没有,0
18415,松潘,没有,0
143878,华容,没有,0
15128,眉山,没有,0
143833,兰西,没有,0
18974,德阳,没有,0
143882,镇赉,没有,0
18679,江油,没有,0
140686,临湘,没有,0
174260,聂荣县,没有,0
143831,宝清,没有,0
64481,黑水,没有,0
18742,马鞍山苗寨,没有,0
63403,桑日,没有,0
143832,集贤,没有,0
64474,茂县,没有,0
14767,黄龙溪,没有,0
21261,米亚罗,没有,0
175298,邵阳县,没有,0
12427,北川,没有,0
174284,边坝县,没有,0
140550,孙吴,没有,0
62818,嘉黎,没有,0
143806,肇源,没有,0
14946,红原,没有,0
175340,衡阳县,没有,0
176828,乌伊岭,没有,0
14238,遂宁,没有,0
176978,柳河,没有,0
176708,抚顺县,没有,0
176819,五营,没有,0
174266,林周县,没有,0
175391,安仁县,没有,0
21831,广安,没有,0
174293,贡觉县,没有,0
22093,卡若拉冰川,没有,0
175337,新田县,没有,0
63013,米易,没有,0
143836,庆安,没有,0
176975,通化县,没有,0
15981,剑阁,没有,0
26026,然乌,没有,0
17739,滩头,没有,0
17776,大昭寺,没有,0
176690,清河（铁岭）,没有,0
18135,泗门洲,没有,0
15274,巴中,没有,0
26923,郫县,没有,0
174254,申扎县,没有,0
15984,邛海,没有,0
175406,株洲县,没有,0
56333,布达拉宫,没有,0
34802,崇州,没有,0
176654,辽阳县,没有,0
176582,阜新县,没有,0
15152,洞庭湖,没有,0
34333,黑麋峰,没有,0
34324,甘丹寺,没有,0
21202,马卡鲁峰,没有,0
21832,达州,没有,0
176831,金山屯,没有,0
174251,仁布县,没有,0
14769,洛带古镇,没有,0
18495,酃峰,没有,0
176543,朝阳县,没有,0
143563,西林（伊春）,没有,0
29378,莫斯卡,没有,0
176834,新青区,没有,0
174233,谢通门县,没有,0
153088,达瓦更扎,没有,0
34334,扎什伦布寺,没有,0
18938,九嶷山,没有,0
174248,康马县,没有,0
11427,羊卓雍错,没有,0
21988,雍布拉康,没有,0
11610,川北,没有,0
15979,安仁古镇,没有,0
19579,米堆冰川,没有,0
176813,上甘岭,没有,0
22405,杨木沟,没有,0
21347,乌龙山,没有,0
176585,清河门,没有,0
44453,内江,没有,0
18191,雅鲁藏布大峡谷,没有,0
20364,尼洋河,没有,0
22090,南伊沟,没有,0
10826,巴松错,没有,0
19394,周洛,没有,0
143823,穆棱,没有,0
46641,汉源,没有,0
16007,东江湖,没有,0
11719,巴塘,没有,0
174278,隆子县,没有,0
16463,犍为,没有,0
143889,东丰,没有,0
27551,米拉山,没有,0
176927,长岭,没有,0
17903,紫鹊界,没有,0
23098,南迦巴瓦峰,没有,0
15983,马尔康,没有,0
143829,依安,没有,0
13816,平乐古镇,没有,0
10833,莽山,没有,0
18287,韭菜岭,没有,0
16008,~山,没有,0
11239,贵阳,没有,0
176894,梨树（鸡西）,没有,0
37839,温江,没有,0
143825,拜泉,没有,0
10381,黔东南,酸汤鱼,374
10381,黔东南,牛肉粉,117
10381,黔东南,长桌宴,104
10381,黔东南,糯米饭,70
10381,黔东南,牛羊瘪,38
10381,黔东南,榕江卷粉,18
16004,马王堆,没有,0
66245,荥经,没有,0
11932,荔波,豆花烤鱼,86
11932,荔波,杨梅汤,76
11932,荔波,割肉粉、豆花面,52
11932,荔波,糯米饭,40
11932,荔波,酸肉,18
11932,荔波,臭酸、虾酸,17
11932,荔波,水蕨菜,13
11932,荔波,鱼包韭菜,3
11932,荔波,荔波风猪,3
176915,宝山（双鸭山）,没有,0
17927,扶苍山,没有,0
20910,柳江古镇,没有,0
18371,永州阳明山,没有,0
176948,伊通县,没有,0
10085,黄果树瀑布景区,肠旺面,17
10085,黄果树瀑布景区,花江狗肉,15
10085,黄果树瀑布景区,安顺裹卷,12
10085,黄果树瀑布景区,冰浆,5
10085,黄果树瀑布景区,夺夺粉,1
10085,黄果树瀑布景区,荞凉粉,1
10085,黄果树瀑布景区,瀑布河鱼、花江鱼,1
10085,黄果树瀑布景区,油炸粑稀饭,1
10085,黄果树瀑布景区,旧州鸡辣子,1
10085,黄果树瀑布景区,冲冲糕,1
14753,镇远,没有,0
36836,金川,没有,0
10133,武汉,热干面,1049
10133,武汉,豆皮,659
10133,武汉,武昌鱼,324
10133,武汉,鸭脖,320
10133,武汉,鲜鱼糊汤粉,153
10133,武汉,烧麦,134
10133,武汉,面窝,131
10133,武汉,油焖大虾,103
10133,武汉,欢喜坨,39
10133,武汉,排骨莲藕汤,33
10521,恩施,合渣 ,80
10521,恩施,恩施豆皮,42
10521,恩施,格格,29
10521,恩施,莼菜,13
10521,恩施,油茶汤,9
10521,恩施,薇菜烧腊肉,3
10521,恩施,掉渣饼,1
10521,恩施,广椒,1
10521,恩施,神豆腐,1
10521,恩施,刁子鱼,1
143835,青冈,没有,0
14484,西江,没有,0
15975,街子古镇,没有,0
10489,神农架,神农架腊肉,45
10489,神农架,懒豆腐,31
10489,神农架,渣广椒,2
10489,神农架,干煸土鱼,2
10489,神农架,神农腊猪蹄,1
10489,神农架,麻豆,1
10489,神农架,香茹炖土鸡,1
10489,神农架,砣砣肉,1
10489,神农架,紫苔菜炒肉,1
143819,桦川,没有,0
143890,东辽,没有,0
10490,宜昌,没有,0
13868,安顺,没有,0
10315,唐克,没有,0
10376,遵义,羊肉粉,14
10376,遵义,红油米皮,9
10376,遵义,豆花面,8
10376,遵义,洋芋粑粑,4
10376,遵义,恋爱豆腐,4
10376,遵义,鸡蛋糕,2
11257,武当山,没有,0
176807,带岭区,没有,0
10275,梵净山,江口米豆腐,15
10275,梵净山,锅巴粉,6
10275,梵净山,角角鱼,2
10275,梵净山,社饭,2
10275,梵净山,绵菜粑,1
10275,梵净山,山蕨粑,1
10275,梵净山,江口豆腐干,1
17807,笔架山,没有,0
174428,盐源县,没有,0
17625,木里,没有,0
10705,三峡,没有,0
19608,西中岛,没有,0
10046,赤水,豆花,31
10046,赤水,腊肉、腊肠,27
10046,赤水,筒筒笋,9
10046,赤水,猪儿粑,6
10046,赤水,赤水河鱼,5
10046,赤水,凉虾、凉糕、凉面,1
10046,赤水,竹燕窝、竹荪蛋,1
11254,兴义,没有,0
21061,大长山岛,没有,0
84541,新都,没有,0
10787,襄阳,没有,0
176888,麻山,没有,0
10598,上里,没有,0
18587,防川,没有,0
10782,扎龙,没有,0
18329,映秀,没有,0
10474,凯里,没有,0
13368,咸宁,没有,0
11293,十堰,没有,0
18703,连环湖,没有,0
35026,关门山,没有,0
14124,荆州,没有,0
15980,新津,黄辣丁,3
15980,新津,鱼头火锅,2
15980,新津,新津韭黄,1
15980,新津,徐公茶,1
10014,青岩古镇,没有,0
16019,净月潭,没有,0
30044,海洋岛,没有,0
19459,菊花岛,没有,0
39453,塞里岛,没有,0
63461,宝兴,没有,0
14202,黄石,没有,0
13707,铜仁,没有,0
22112,黄冈,没有,0
63044,平武,没有,0
18166,花脖山,没有,0
10103,肇兴,没有,0
18173,洪雅,没有,0
21589,黄陂,没有,0
20556,拉法山,没有,0
12950,黔南,没有,0
23051,雪谷,没有,0
10786,随州,没有,0
24438,广汉,没有,0
10839,六盘水,没有,0
19706,紫烟薰衣草庄园,没有,0
63005,九龙,没有,0
64069,利川,没有,0
11799,黔西南,没有,0
66243,小金,没有,0
63014,石棉县,没有,0
18309,波罗湖,没有,0
63057,南江,没有,0
25449,荆门,没有,0
63085,从江,没有,0
20955,镜泊湖,没有,0
63039,金堂,没有,0
143840,鹤峰,没有,0
16879,毕节,没有,0
84660,龙泉驿,没有,0
17481,麻城,没有,0
31110,镇宁,没有,0
28991,什邡,没有,0
62065,孝感,没有,0
17996,伏尔加庄园,没有,0
64074,丹江口,没有,0
22068,雷山,没有,0
27663,水磨古镇,没有,0
27474,花溪,没有,0
10401,威宁,没有,0
176726,甘南（齐齐哈尔）,没有,0
17915,都匀,没有,0
64027,赤壁,没有,0
63082,黎平,没有,0
35423,德格,没有,0
10374,格聂,没有,0
63073,织金,没有,0
63015,天全,没有,0
28346,榕江,没有,0
10638,白玉,没有,0
16273,鄂州,没有,0
62950,雅江,没有,0
16306,哈仙岛,没有,0
33436,瓜皮岛,没有,0
10221,岜沙,没有,0
35073,天桥沟,没有,0
15169,珍宝岛,没有,0
21374,洪湖,没有,0
60642,蒲江,没有,0
62977,天门,没有,0
143429,丹寨,没有,0
176804,乌马河,没有,0
63075,盘县,没有,0
10331,天龙屯堡,没有,0
144528,屏山,没有,0
17256,钟祥,没有,0
63074,黔西,没有,0
42884,绵竹,没有,0
20469,浑河源,没有,0
64081,罗田,没有,0
10271,道孚,没有,0
22024,郎德,没有,0
10065,北京,北京烤鸭,1891
10065,北京,炸酱面,1278
10065,北京,瓷瓶儿酸奶,1256
10065,北京,炒肝,859
10065,北京,爆肚,837
10065,北京,豆汁儿焦圈,809
10065,北京,卤煮,575
10065,北京,豌豆黄,453
10065,北京,驴打滚,446
10065,北京,冰糖葫芦,376
10099,上海,生煎,479
10099,上海,汤包,303
10099,上海,红烧肉,68
10099,上海,鲜肉月饼,54
10099,上海,白斩鸡,40
10099,上海,排骨年糕,35
10099,上海,糕团,28
10099,上海,糖醋小排,26
10099,上海,酱鸭,25
10099,上海,熏鱼,20
21530,大悟,没有,0
29010,李庄古镇,没有,0
206888,赤水河谷,没有,0
10208,重庆,火锅,2916
10208,重庆,酸辣粉,1363
10208,重庆,小面,1321
10208,重庆,抄手,916
10208,重庆,鸡杂,755
10208,重庆,豆花,660
10208,重庆,毛血旺,496
10208,重庆,泉水鸡,203
10208,重庆,辣子鸡,180
10208,重庆,水煮鱼,169
62078,资阳,没有,0
10320,天津,煎饼果子,360
10320,天津,锅巴菜,223
10320,天津,熟梨糕,107
10320,天津,罾蹦鲤鱼,40
10320,天津,爆三样,35
10320,天津,八大碗,19
10320,天津,笃面筋,10
10320,天津,炒青虾仁,8
10320,天津,贴饽饽,6
10320,天津,坛子肉,1
63048,隆昌,没有,0
21641,安陆,没有,0
63080,桐梓,没有,0
24324,贵定,没有,0
63007,会理,没有,0
63081,三都,没有,0
16165,炉霍,没有,0
64073,巴东,没有,0
16871,开阳,没有,0
62949,新龙县,没有,0
62976,潜江,没有,0
63006,冕宁,没有,0
63078,晴隆,没有,0
21254,堂安,没有,0
175214,江夏区,没有,0
63056,华蓥,没有,0
143425,大方,没有,0
21469,乡城,没有,0
140675,龙里,没有,0
140666,长阳,没有,0
27665,赫章,没有,0
35409,简阳,没有,0
63049,青川,没有,0
35213,石渠,没有,0
140620,宜都,没有,0
10788,南漳,没有,0
143770,道真,没有,0
18427,郧西,没有,0
140674,平塘,没有,0
25843,彭山,没有,0
140601,仁怀,没有,0
63076,绥阳,没有,0
63052,叙永,没有,0
16422,大渡河,没有,0
62978,仙桃,没有,0
143857,孝昌,没有,0
27879,京山,没有,0
63055,古蔺,没有,0
143442,石阡,没有,0
140586,湄潭,没有,0
11330,紫云,没有,0
140745,英山县,没有,0
18264,红安,没有,0
63017,仁寿县,没有,0
63079,贞丰,没有,0
64082,黄梅,没有,0
64463,习水,没有,0
140607,剑河,没有,0
63047,安岳,没有,0
64080,通山,没有,0
63018,金口河,没有,0
66254,平坝县,没有,0
21793,小黄侗寨,没有,0
175211,东西湖区,没有,0
23413,昭化古镇,没有,0
175208,蔡甸区,没有,0
140585,福泉,没有,0
10235,壤塘,没有,0
143435,罗甸,没有,0
64077,当阳,没有,0
63020,沐川,没有,0
143768,关岭,没有,0
30045,秭归,没有,0
143443,思南,没有,0
143426,清镇,没有,0
17731,峨边,没有,0
63421,蕲春,没有,0
64477,独山,没有,0
63610,江口,没有,0
66255,台江,没有,0
143432,天柱,没有,0
24598,罗江,没有,0
143843,大冶,没有,0
64083,阳新,没有,0
10789,远安,没有,0
143430,黄平,没有,0
63058,大竹,没有,0
63054,合江,没有,0
64070,咸丰,没有,0
63051,大英,没有,0
66244,盐边,没有,0
140584,修文,没有,0
64072,建始,没有,0
63042,兴文,没有,0
143434,惠水,没有,0
143853,崇阳,没有,0
150368,万源,没有,0
143444,松桃,没有,0
33119,射洪,没有,0
140621,谷城,没有,0
175238,新洲区,没有,0
66253,水城,没有,0
25054,元通,没有,0
174536,中江县,没有,0
25311,汉川,没有,0
143428,息烽,没有,0
143851,广水,没有,0
140683,松滋,没有,0
64076,五峰,没有,0
15968,大同古镇,没有,0
143847,房县,没有,0
16715,武胜,没有,0
