,评论,日期,评分,城市,昵称
3614,不错的动漫，集搞笑动作，感人情节。,2018-08-04,5.0,武汉,EqI624710690
3629,人法地法天法道法自然，传说中的神功根本就不是练出来的。人与自然本就是一体的。我即是自然，自然即是我。我在驭风，风在驭我。,2018-08-04,5.0,深圳,OQP422736303
3644,笑点与泪点齐飞，非常不错的国漫，支持国漫，支持画江湖。,2018-08-04,5.0,昆明,陌小兔24
3659,纯小白观众，这个故事我还是买单的，场面由于技术或经费，有点惨。国漫继续努力,2018-08-04,4.0,上海,mozhangyong
3674,值得去看啊哦。,2018-08-04,4.5,拉萨,PsT403581176
3689,良心国漫，大人小孩都适合，既搞笑，又感动,2018-08-04,5.0,上海,刘言非语灬
3704,10分怕你骄傲，再接再厉!,2018-08-04,4.5,西安,wzh_net
3719,最好的国产动画,2018-08-04,5.0,长春,OFA492405981
3734,渣渣，全是抄袭，情节异常硬,2018-08-04,1.0,南宁,nIJ861335827
3749,没啥说的，牛逼！,2018-08-04,5.0,西安,ORi629011389
3779,超级好看，真的！！！！,2018-08-04,5.0,宿迁,wang4364288
3794,与预想的有点差距,2018-08-04,4.5,松滋,Vou820093335
3809,很不错、可能是因为一直在看画江湖跟侠岚吧！期待更好的作品！下一个应该雷系或者水系的分支雾系雪系了吧！冰系有千钧了！,2018-08-04,5.0,北京,und176107435
3884,很好看，画面也很好除了村民的群像有点粗糙之外没啥挑剔的。支持国漫！,2018-08-04,5.0,重庆,VJi582199028
3899,不错，国漫崛起了，加油94,2018-08-04,5.0,丽江,久违了362
3914,挺感人的，又能回忆起过去,2018-08-04,4.5,余姚,klO661866841
3959,很好的一部影片，有笑点有泪点，说不出啥评论，反正建议观看,2018-08-04,5.0,大连,fjE674259150
3974,效果很好，非常好看,2018-08-04,5.0,泉州,dXi170072059
3989,精彩！一点都不像国产的动画片！,2018-08-04,4.5,上海,uL奴
4018,看完了发现老爹比儿子帅！部分情节比较中二，还有就是最后一幕不会教坏小朋友吗？万一他们跳楼怎么办？,2018-08-04,4.0,深圳,ianfan1
4019,良心片，推荐有小孩儿一家人去看！,2018-08-04,5.0,北京,zGr770972641
4049,支持画江湖，，，,2018-08-04,5.0,哈尔滨,Mr＂王振宇
4064,给10分能骗一个是一个,2018-08-04,5.0,瑞安,eQe730255750
4079,挺好挺好挺好,2018-08-04,5.0,北京,南城。9296
4109,国漫真的慢慢崛起了,2018-08-04,5.0,成都,zJd892687541
4199,期待了好久的电影，唉～~0101010196给四分，辛苦制作的团队,2018-08-04,2.0,北京,iye240270304
4214,好看 本来就是若森的迷 剧情挺好的,2018-08-04,5.0,西安,near5126
4229,挺好的，感谢父母的爱。,2018-08-04,4.5,亳州,wgy662802775
4244,剧情，动画，特效无敌了,2018-08-04,5.0,北京,大圣4533
4259,相当好看！期待许久，,2018-08-04,5.0,乐山,QRT165840042
4274,好看好看，满满的正能量,2018-08-04,5.0,花都,灿灿245
4304,这些人是没看电影就评分的吗？这片子也能9.2？还卖46一张，浪费我时间！烂片！,2018-08-04,1.0,成都,janejane是谁
4319,非常棒的电影 带孩子一起看,2018-08-04,5.0,天津,＜＜＞＞602
4334,很棒，很好看,2018-08-04,5.0,无锡,Ezz970144124
4349,特别特别特别特别特别特别特别特别特别特别特别特别好看98 98 98 98 98 ,2018-08-04,5.0,滁州,RsC401296289
4409,十分为了国产动画！有笑有泪，父母的爱太伟大了！！！制作非常良心，剧情也很好看，真的为国产动画鼓掌，支持国漫！！！,2018-08-04,5.0,深圳,Xce123295329
4424,我还挺喜欢。,2018-08-04,3.5,贵阳,eQd13984147931
4439,我爆灯！！！！！！！！！！！,2018-08-04,5.0,咸阳,UIm895875889
4469,超英赶美，画风亮点，最终幻想，值得一赞!题材不错，蓄势上还欠缺火候，一部之遥，再接再厉!,2018-08-04,4.5,北京,丰行衍涌
4484,很有画江湖的感觉,2018-08-04,4.5,芜湖,SIT213280694
4499,总体来说还可以，可以说，自我感觉风语咒少了一份遵循渐进的感觉，可以这么说，就像武侠小说的主角一样，没怎么练功夫，却直接会了最厉害的大招，少的是一份缓慢的运作，主角的历练运作会给观众带来更大视觉体验，而侠岚的老观众会觉得少了一份（侠岚）的感觉，但是这部影片或许就是一份国产动漫崛起的标志吧，或许还有许多不足，但也难得可贵了。,2018-08-04,3.5,长春,php211621085
4514,非常好看，服务人员态度也非常好，真的很不错，,2018-08-04,5.0,荆门,风间临沂
4529,[cp]今日看《风之咒》，中国讲金木水火土，风的力量，五行之外。电影虽然在讲一个人的信念以及父亲的爱。但我却一直在想另一个方面，世人也常对不常见的事物，持怀疑的态度，甚至有意打压。无关紧要的旁人也就算了，自己的亲生父亲母亲呢?也常常对“不走寻常路”的孩子感到失望，“不听话”便是不对的不好的。一直要到“不走寻常路”的那个奇怪的人成功了，世人才会觉得他什么都好。希望自己以后为人父母，该多多给自己的孩子以信心，多多带自己的孩子观赏不同的世界，艺术馆科技馆电影电视游戏，让孩子养成批判的思维，不要被某种观念限制思维想法，这赤子之心，望随时间而慢慢成长，慢慢健全。,2018-08-04,4.5,成都,PhA187507157
4544,很好看，很感人的，很久没有流眼泪啦，哈哈90,2018-08-04,4.5,昆山,武元甲731
4559,中勇影加油94,2018-08-04,4.0,深圳,over
4619,很感动的一部动画，国产的很不错，挺喜欢的。,2018-08-04,5.0,遂宁,八怪666
4634,国漫诚不欺我，今天我们都是那个村的王富贵！,2018-08-04,4.5,衡水,金叶子Z
4649,就是一般般啦,2018-08-04,3.0,北京,OYj113188298
4664,特效不错，不是很喜欢CG风格的人物…侠岚出来的时候那个BGM好听，那5个侠岚打罗刹的时候很燃，然后跟多逻辑上的BUG……比入假叶的灵力可以被废，那个苏兮为啥不可以？还有为了搞笑设定的王富贵……台词略尬，BOSS太弱，最后是经费不够了还是其他原因？感觉有点滑水...,2018-08-04,3.0,阳江,杨少昆局长
4679,给场景设计，音效满分。特别是打斗场景，特别帅气，让人特别喜欢！,2018-08-04,5.0,梅州,小窗幽记210
4694,挺好的，值得一看,2018-08-04,4.5,兴安盟,iXF739528922
4709,剧情超棒！没坑！致敬大圣归来和捉妖记好评！超级感动！,2018-08-04,5.0,龙岩,墨色VVV
4724,感动    感动哭了,2018-08-04,5.0,襄阳,艾.克zzz
4739,"支持国漫，再接再厉
",2018-08-04,5.0,阳江,sRf805727778
4754,一个电影这煽情,2018-08-04,4.0,长春,吕鑫呦
4769,超级好看 看哭了，只要守护正义 侠岚无处不在。另外，请一定也好好的陪伴父母!,2018-08-04,5.0,榆树市,gmmmyyy
4784,心里有想守护的人是美好的,2018-08-04,5.0,上海,Btc875944833
4829,良心动画，真心推荐,2018-08-04,5.0,衡阳,SAK灬
4844,给中国式动漫打9分，中国动漫逐渐走向成熟，影片有血有肉有骨气，尤其是增加了情感部分，脱离了动漫即是玩一玩，只给孩子们看。技术虽然稍逊色大片，但也很国际化。英雄的成长，离不开守护孩子的父母，让人感动。,2018-08-04,4.5,呼和浩特,Vgw547967334
4859,郎明很帅，还是大长腿。90。特效非常棒，故事很一般。不过，这真的是一部搞笑片。非常搞笑。,2018-08-04,4.5,上海,jgjkj
4874,今年暑假带孩子看了两部好电影，一个是我不是药神，另一个就是这不国产动漫了，虽然为了搞笑效果有点神剧情，不过整体真的很精彩，支持国产动漫，我是个笑点低的人，喜欢神剧情DD要罚要罚要罚就发他们两，和我们没关系97,2018-08-04,5.0,潍坊,林春艳8
4889,好看好看，炒鸡好看，很细腻的人物刻画，走向很好,2018-08-04,5.0,武汉,淼丰
4904,至少要给一星，不然一星都不想给。情节从头到尾感觉像是想一出是一出的感觉，台词尴尬，剧情俗套，3D效果和2D差不多。想不通9.2的评分怎么来的。,2018-08-04,1.0,广州,lpK915412280
4919,非常好看，虽说故事发生在N年前，但设计了很多的现代网络语言和反转，幽默不失教育意义。故事情节贯穿心弦，值得观赏！,2018-08-04,4.5,成都,_tencent25319154
4949,国产动画的良作,2018-08-04,5.0,徐州,虎太郎123
4964,比较有现实的教育意义,2018-08-04,3.5,北京,TAB213231421
4979,全片透露着一种为了反套路而瞎搞的感觉98 ,2018-08-04,2.5,襄阳,zGu864313401
4994,这个电影挺不错的 有笑点 也有泪点,2018-08-04,5.0,扬州,bvq653865613
5009,很OK，良心国漫,2018-08-04,5.0,苏州,雨下等候
5039,挺好看的，笑点挺多。导演有点皮。饕餮也太容易被打败了98,2018-08-04,4.5,南昌,Cherry浅唱
5054,制作精良，剧情紧凑，幽默中带着感动，有些点哭得稀里哗啦，好看，推荐。,2018-08-04,4.5,上海,海滨夜色924
5114,不错，喜欢侠岚,2018-08-04,4.0,惠州,lDD360830457
5159,带小孩看，还可以,2018-08-04,4.5,东莞,jGa837155819
5174,除了主角崛起略感突兀外，整个剧情和效果觉得都挺好的。起初因为大鱼海棠留下的阴影，一再认为国漫肯定都是糊弄观众的垃圾，所以去电影院前也和媳妇纠结了到底要不要看，很想看，但是也怕跟大鱼海棠一样看完想打导演打编剧甚至想吐的心情……10分,2018-08-04,5.0,北京,vCt392069893
5189,非常不错的电影！好看！,2018-08-04,5.0,常德,吴慧9068
5204,中国，终于有能正确把握节奏感的动画电影啦！！！苍天啊大地啊！节奏是真的流畅啊！流畅到我都忘了这只贡献了笑点的**boss了！以及甘道夫村长您好！火影忍者您好！,2018-08-04,5.0,杭州,一窝小狼狗
5234,不错91好看也挺感动,2018-08-04,4.5,成都,Jbe988662987
5249,绝对是近期最好看的电影,2018-08-04,5.0,北京,vvlc
5264,我都没得看，为什么刚买就不能退嘛～98,2018-08-04,0.5,泸州,iti316769808
5279,很不错  结合多种套路  国漫崛起了,2018-08-04,5.0,六安,往事格调701
5294,不错值得一看,2018-08-04,5.0,本溪,古丽383
5309,不给十分都不行，太好看了！强烈推荐,2018-08-04,5.0,中山,zKm669053450
5339,后面对付饕餮太过于强大了哈哈哈其他都很满意。国产越来越强大必须五星支持 今天生日非常开心c(6106ω6107 )f,2018-08-04,5.0,绵阳,雏菊YY呀
5354,"本来个人对3D的动漫有些偏见。既没有2D的畅快感，又没有真人的真实感，尤其是人物笑起来的时候，真的很别扭。

但真个动漫的制作也看得出对细节还是很用心了，那种别扭的感觉少了很多，细节也很细致。最重要的本身是一个很好的故事，很刺激，狠抓心。虽然还是*丝逆袭的俗套剧情，但多了许多笑与泪，感触与启发，原本俗套的套路也就变得精彩纷呈。",2018-08-04,5.0,成都,动人的雷雨天
5369,可以可以可以,2018-08-04,5.0,信阳,火花9655
5384,一直是画江湖的忠实粉丝，这次的电影真的比预想的好太多，基本是这几年来觉得最好的动画电影了，希望若森继续努力，做国产动画的标杆,2018-08-04,5.0,如东,Izl125563206
5414,默默地点个赞98，挺好看的除了近视的我字看不怎么清楚以外,2018-08-04,5.0,宁乡,Forever9313
5429,中国动画有希望,2018-08-04,4.5,重庆,Xgc689829235
5444,完美，很多感人的点,2018-08-04,5.0,荆门,zhenwei407
5474,感动感动哭死了,2018-08-04,5.0,深圳,麻瓜Sup丶
5489,好看的不行不行的,2018-08-04,5.0,西安,SyViviKy
5504,看完了不想走，真的不想走，那怕是一点点的彩蛋…………,2018-08-04,5.0,黔西南,Vlj788744965
5534,挺好看的，有很多笑点，,2018-08-04,4.5,晋城,TOQ393894205
5549,真的不错 很多细节以及人物刻画和语言词句都非常打动我 特别是最后的高潮部分 整部剧有很深的寓意真的不错 “死瞎子”,2018-08-04,5.0,潍坊,DHK419852287
5564,对这种类型的片子真的是毫无抵抗力,2018-08-04,5.0,江门,UlN554789324
5579,好看，大人小孩都适宜96,2018-08-04,5.0,长沙,青瓷1734
5594,"两分给特效吧。每一个槽点喝一口水，电影结束喝完一瓶。
其他都很好，剧情和人物设定实在太瞎，如果是真人电影这剧情直接负分。张口就来的正义守护，随便就拥有的能力并没有说服力，小妖线铺那么长拜托看一个普通人如何成长为侠岚也比这有看头。开头有笑点还寄予了期望，很多点和转折太俗套了，愿望和梅姐交换这个点不错…but不尽如人意……不会死一个人…o**k",2018-08-04,1.0,西安,hhhhHox
5609,不够大气，情节可以，3d减一分,2018-08-04,3.5,郴州,Alo132
5624,好看！不管是大鱼海棠，还是大圣归来！在国漫算比较好的！,2018-08-04,4.0,重庆,Kevin510
5639,整体来说还是不错，比起其他中国动漫确实要好些，但还是有些不足，比如一些笑点过于牵强,2018-08-04,3.5,荣昌区,格叽格叽536
5654,也很适合大人看,2018-08-04,5.0,襄阳,lijianaizhuzhu
5669,超级好看还想在看,2018-08-04,4.5,沈阳,irT750086747
5684,很好看，什么时候能出电影版不良人，期待……,2018-08-04,5.0,尉氏县,熙霖霖霖霖
5699,不看就亏了。,2018-08-04,5.0,宜昌,SLJZ.
5714,特别感人，很励志，泪点那么高都把我看哭了，画江湖出的作品都很好，这部电影非常好，体验很不错，特别推荐,2018-08-04,5.0,成都,THu557649661
5729,超级好看，良心制作,2018-08-04,5.0,东莞,Done_lee
5744,故事有情节，挺不错的，,2018-08-04,4.5,深圳,GOw155191219
5759,好看好看好看,2018-08-04,4.5,十堰,游隼667
5774,有笑点有泪点，画面精致跟真人差不多，每一个细节都值得推敲，可以说是国漫里的神作了，票价再贵我还是再想多看几遍，七年侠岚粉，老粉丝对这部动漫真的想给100分的评价，可惜了十分满分那九十分致敬陪伴我整个青春岁月的侠岚，侠岚的制作人员，感谢你们，让我再次看到侠岚的崛起。,2018-08-04,5.0,莱州,浮山乐1036
5789,强烈推荐，唯一美中不足的就是排片量太低了。这是一部可以聘美之前齐天大圣的动画，画面恢弘大气，人物生动形象，有幽默，有泪水，是一部有血有肉的武侠片。从小孩子到中年人都适合看。强烈推荐！！！！！！,2018-08-04,5.0,深圳,dAE512061462
5804,剧情有点连不上、笑点又太老套...勉强及格,2018-08-04,3.0,佛山,karywu
5819,孩子看的挺好,2018-08-04,4.0,石家庄,ubc624250440
5834,侠岚风语咒好啊,2018-08-04,5.0,城固,夸张自负
5849,国漫终于让我骄傲一次了,2018-08-04,5.0,成都,Wuj584021259
5864,特别喜欢，从小学就追侠岚，看画江湖之侠岚的时候，知道要出电影，早早就计划要看，果然不负所望，特别好看，笑点也有，泪点也有，打的时候也特别酷，特别喜欢，大爱！！,2018-08-04,5.0,呼和浩特,cio891359304
5879,特效真的没得说，人物的设定不错，妹子真的很正点，画风很唯美，后面结尾的剧情感觉若森皮了98 ,2018-08-04,5.0,贵阳,杨晨1464
5894,值得观看，影片不错,2018-08-04,5.0,宁波,Mxh486231800
5909,说好看的可能都瞎了……全程的状态就是想起身离开，想到票钱咬牙坐下，想离开，在硬捱着……尬聊这是尬看！烂的一比。,2018-08-04,0.5,义乌,堡垒科鲁兹
5924,特效不错，音乐走心，笑点很多，感情戏略尴尬，若森的第一个大电影确实质量上乘，不错不错,2018-08-04,5.0,天津,WOv390482706
5939,不错不错不错！,2018-08-04,5.0,嘉善,阿岳454
5954,从初中开始的侠岚第一季一直追，到现在我高考完了，若森强大了，侠岚出了电影，真的很好看很感动。希望若森一直不忘初心，将国漫发扬光大。,2018-08-04,5.0,佳木斯,oJL355311804
5969,很好看我会介绍的,2018-08-04,5.0,常州,PZn307332259
5999,emmmmmm  人设丑了 尤其是假叶娘娘97 但是总体还是不错  毕竟是我大侠岚,2018-08-04,5.0,西安,GQh520572057
6044,比任何一部国产动漫都好看 。哭了,2018-08-04,5.0,天津,aGm804555671
6059,超好看！超喜欢,2018-08-04,5.0,昆山,YoR911593063
6089,很好看，还很感人，喜欢！,2018-08-04,5.0,伊春,LSU576843502
6134,真是艺术瑰宝！91 ,2018-08-04,5.0,惠州,文艺流氓！
6149,儿子非常喜欢《侠岚》，知道这部电影后非要在首映当天看，昨天我回家比较晚，一家人还是去看了最后一场。我的感觉呢，片子挺好看的，只是原来的侠岚人物面目全非了，更喜欢他们之前的形象。,2018-08-04,5.0,遵义,YbY462874493
6209,脸盲症的画风 男的女的一个样 让人没看的欲望,2018-08-04,0.5,武汉,xkaitbb
6224,看到了中国动画的崛起！大崛起！！！171717171717171717171717,2018-08-04,4.5,杭州,聂栋杨
6239,久违的国产良心！剧情紧凑不拖沓，人物塑造精确到位，中国风元素融入得自然得体，煽情不动声色，不为了造梗生搬硬套，特效场景庞大而精致，真是感动中国了,2018-08-04,5.0,西安,GVT187617222
6254,看了，好看，这么多年了，支持。就是我辰月戏份太少了。,2018-08-04,5.0,乌鲁木齐,能力的重要性
6269,电影很好看，很精彩  感动哭了,2018-08-04,5.0,高州,王国培1995
6284,好看90979797979797,2018-08-04,5.0,南宁,龄方180
6299,画面唯美，但是剧情一般,2018-08-04,3.0,武汉,ceu519060805
6314,众侠岚给我上,2018-08-04,5.0,海城,wPE842495044
6329,"超级好看！
",2018-08-04,5.0,南昌,蔡奕恒
6344,国产电影能拍成这样，非常了得,2018-08-04,5.0,株洲,Aut758985782
6359,精心制作精心之作,2018-08-04,5.0,鞍山,帅支支
6389,总的来说，没有辜负我的期待,2018-08-04,4.5,睢县,iXa140020865
6404,非常好看，泪奔,2018-08-04,5.0,洛阳,ramboj1
6419,真的好看，不管有没有侠岚印，都可以守护正义。,2018-08-04,5.0,长沙,oxo485113623
6434,"感觉真的是一部很完美的电影
全程无尿点
特效也很好看
国漫在进步大家都很开心",2018-08-04,5.0,新昌,zhX303028039
6449,还好，剧情悲壮。,2018-08-04,4.5,慈溪,YlN682300755
6464,可以说是国漫电影继大鱼海棠的有一大突破了，但是打斗的分镜不是太好呢，有点眼花缭乱的感觉。总之支持国漫！请多多加油！,2018-08-04,5.0,滁州,mlY390203197
6479,好看好看好看,2018-08-04,5.0,枣阳,欧尼欧尼哈
6494,额度不舍得离场了,2018-08-04,5.0,东莞,Gwp804850137
6509,期待蛮久了，挺不错的,2018-08-04,5.0,临沂,WR忍
6524,挺好看的，国产动漫加油！！,2018-08-04,5.0,西安,甜酱君
6539,对于国产电影来说，跟大鱼海棠有的一比，建议去电影院看一次,2018-08-04,5.0,昆山,sfb954364668
6554,太糊了 眼睛难受,2018-08-04,2.5,芜湖,懵.圈
6569,完美，旁边好多美女,2018-08-04,5.0,广州,Sxb966140633
6584,还不错。。。,2018-08-04,3.5,天津,李明慧979
6614,自认为暑假做的最有意义的一件事，总算没荒废这个暑假，支持96 ,2018-08-04,5.0,上海,一哈583
6629,特效可以，剧情还不错，挺感人的…,2018-08-04,5.0,青岛,云先生
6644,国漫的崛起。,2018-08-04,4.5,盘锦,mBg938874094
6659,剧情太烂了，不知道为什么还这么高分，可见有多假，坏人召唤个BOSS就死了，BOSS出现2分钟烧了个村子就被封印了，然后结局，不是不支持国产是真心编剧**！,2018-08-04,0.5,武汉,Erj863623827
6689,很舒服的观影感受 好电影就是能够触动你的心,2018-08-04,5.0,武汉,farewell.988
6704,很感人，感情处理细腻，适合和爸妈一块去看,2018-08-04,5.0,上海,uMq604714758
6719,很感动，应该带孩子看看,2018-08-04,5.0,郑州,哦www
6734,真的很棒！有哭有笑。电影很精致，很动人！,2018-08-04,4.5,吴忠,hRm126285300
6764,支持国漫，特别有含义,2018-08-04,5.0,上海,未来走进心
6779,非常好，非常感人！,2018-08-04,5.0,扬州,青春的边
6794,"电影很不错 有笑点有泪点画风很好声优也超级棒
国风崛起_(:_」∠)_",2018-08-04,4.5,聊城,无奈的人生75
6824,很好看，没有让我失望,2018-08-04,5.0,大庆,PkY487577822
6839,感觉还好吧，感觉跟侠岚没什么不同,2018-08-04,4.0,深圳,《默许》
6884,精彩滴国漫，加油94,2018-08-04,5.0,宜昌,吉米易
6899,一般般，不怎么样,2018-08-04,3.0,广州,吴宏桢whz
6914,刚开始有些抗拒这种动漫式的电影，但是影片真的没让我失望，笑中带泪，真的特别好！！,2018-08-04,5.0,佳木斯,睿364
6929,打斗特效非常不错，过程中也有些让人眼前一亮的部分，但整体剧情太过敷衍，看完以后真没什么好的感觉。,2018-08-04,2.5,中山,SSR877
6944,真的不知所为,2018-08-04,1.5,湛江,相忘江湖945
6959,看哭了，信不？,2018-08-04,5.0,遂宁,wiE109913506
6974,特别特别好看，有笑有泪，故事情节紧凑，画面还是挺震撼的，对于国产动画来说算是很不错了。带孩子一起看的。孩子也能投入的看进去。很喜欢推荐。,2018-08-04,4.5,成都,政lv
6989,太好了，国漫之崛起让我看到了希望,2018-08-04,5.0,四平,HZf660394171
7004,还可以，很一般,2018-08-04,5.0,娄底,bZG289392394
7019,国产片可以制成这样，已经很不错了，看到了进步,2018-08-04,4.5,孝感,likai586586
7034,给个十分吧，不过分。,2018-08-04,5.0,新郑,qzuser79532
7049,最后瞎仔还眼睛开始泪崩了,2018-08-04,4.5,成都,jOb907867359
7064,有拼西凑的故事，混乱的表演，就剩下效果了。,2018-08-04,3.0,莱阳,溥博
7094,支持国漫，感动到哭。场内哽咽声一片,2018-08-04,4.5,常州,艾青
7109,国产动画电影的佳作，虽然剧情依然老套，但主线清晰，张弛有度，重点是画风精美，用心之作，值得一看，会继续支持下去，期待下一步作品。,2018-08-04,5.0,深圳,ptm614729880
7124,国产良心，好评,2018-08-04,5.0,南充,bSk686782396
7139,超级好看，有笑点，有泪点，特别棒的一部电影，值得一看！！！！,2018-08-04,5.0,海口,zXu490746943
7154,也算励志片吧，坚持梦想才能够成真,2018-08-04,4.5,柳州,李雄974
7169,国产也有神作,2018-08-04,5.0,深圳,hYr580393385
7184,挺不错的，有泪点有笑点,2018-08-04,4.5,新余,somnus峰峰
7199,不好看  不好看  大家千万不要看  评分最多1分！  太难看了！！！！！,2018-08-04,0.5,吴江,ojn702651995
7214,因为临时有事情没有看呢，下次再定吧,2018-08-04,3.5,潍坊,稀土部队521
7229,国漫是越来越好了，要故事有故事，要视觉有视觉。,2018-08-04,5.0,昆明,来段纯洁吓唬谁
7244,好看特别好看,2018-08-04,4.5,襄阳,安神
7259,若森出品果然没让我失望，从小追随侠岚，长大了追随画江湖，这次的电影真心不错，希望来年可以再出电影，最后祝若森以后的制作更加精彩！,2018-08-04,5.0,襄阳,yhA773807449
7274,这部动画片不错，三个娃一致好评！大人孩子都很喜欢看！孩子最好是上了小学的，太小看不懂！,2018-08-04,4.5,东莞,mjR646693266
7304,《风语咒》，中国古风色彩动画片，画面精美而细腻，单看这电影里的罗刹比起《长城》里的饕餮画的好看多了，而且整体故事也有意思，那个村的王富贵算是很好笑的梗，给8分。,2018-08-04,4.0,成都,阮阮rcc
7319,排片和看的人都不太多。但是确实很好看。希望更多的人知道 更多的人关注。  国产动漫比成人电影好看太多了 希望大家多支持。因为这部电影找不到与他相配的词来赞美他。,2018-08-04,5.0,杭州,毛果芸香碱wlp
7334,不愧是若森出品,2018-08-04,5.0,包头,浴火银河
7349,很好看.. 泪点笑点特效都还不错.. 虽然不完美.. 设定或许需要点基础？ 但我国神话大国这设定都不明白怕是？ 剧情跟大圣归来剧情走向差不多.. 所以缺点也相仿.. 此外评论就好好评论.. 别TM踩一捧一.. 每个人的喜好不同.. 你大鱼也有人不喜欢..,2018-08-04,5.0,沈阳,Ssp584110777
7364,带小孩子来的，很好看。结合了中国古典文化，又引入了风，很棒,2018-08-04,5.0,成都,adR319114995
7379,还行吧，整体太黑了。坐在后面有些看不了咯。,2018-08-04,3.5,长沙,HiHi你的益达
7409,非常好看的一部动漫！值得一看哦，,2018-08-04,5.0,鞍山,QTe617833460
